title,cpc_i,asignee,filing_date,patent_no,relevancy,category
POSITIONING METHOD AND POSITIONING DEVICE FOR UNMANNED AERIAL VEHICLE,G06T7/73;G06V20/17;G06V20/13,"ZEROTECH (Shenzhen) Intelligence Robot Co., Ltd.",2016-12-29,20170193271,67.9621,Aviation
CONTROLLING UNMANNED AERIAL VEHICLES TO AVOID OBSTACLE COLLISION,G08G5/045;G08G5/0069;G05D1/102;B64C39/024;G06V20/13;G06V10/751;G06V20/00;G01C21/005,California Institute of Technology,2016-12-29,20170193830,66.874954,Aviation
IMAGE CAPTURING SYSTEM AND METHOD OF UNMANNED AERIAL VEHICLE,B64D47/08;H04N23/66;B64C39/024;H04N23/69;H04N23/67;G05D1/0038;H04N23/60,"ZEROTECH (Shenzhen) Intelligence Robot Co., Ltd.",2016-12-29,20180115721,66.24754,Aviation
TRANSLATION OF PHYSICAL OBJECT VIEWED BY UNMANNED AERIAL VEHICLE INTO VIRTUAL WORLD OBJECT,H04N13/275;G06T17/00,Unknown,2016-12-29,20180098052,62.87605,Aviation
APPARATUS AND METHOD FOR PALLET VOLUME DIMENSIONING THROUGH 3D VISION CAPABLE UNMANNED AERIAL VEHICLES (UAV),G06T7/62;B60L53/36;B64C39/024;G01B11/00;G06T7/70;G05D1/0094;G06T7/73,Unknown,2016-12-28,20180178667,59.371994,Aviation
Unmanned aerial vehicle,Unknown,"HANGZHOU ZERO ZERO TECHNOLOGY CO., LTD.",2016-12-27,D811264,71.38261,Aviation
METHOD AND APPARATUS FOR LAUNCHING UNMANNED AERIAL VEHICLE AND UNMANNED AERIAL VEHICLE INCORPORATING THE SAME,B64U70/10;G05D1/0669;G05D1/042;B64C39/024;G05D1/0011,Unknown,2016-12-27,20180067498,64.297295,Aviation
MULTI-ROTOR WING UNMANNED AERIAL VEHICLE PLATFORM BASED CROP GROWTH MONITORING METHOD AND DEVICE,G01N21/31;G01N21/314;B64C39/024;G01N33/0098,NANJING AGRICULTURAL UNIVERSITY,2016-12-27,20190011355,60.422367,Aviation
SECURITY SYSTEM USING UNMANNED AERIAL VEHICLES,G08B25/10;B64C39/024;G08B13/19608;B64U10/13;G05D1/12;B64U50/37;G05D1/0038;G08B15/00;G05D1/0094,Unknown,2016-12-23,20180233009,68.1342,Aviation
Rotor arm assembly and fitting for unmanned aerial vehicle,B64C39/024;B64U30/292,"Skyyfish, LLC",2016-12-23,20180178922,66.86769,Aviation
METHOD AN APPARATUS FOR CONTROLLING UNMANNED AERIAL VEHICLE TO LAND ON LANDING PLATFORM,B64F1/007;G05D1/0011;B64U10/10;G05D1/0676;B64C39/024;B64U70/10;G05D1/042;B64U30/20;B64D47/08;B64D45/04,Unknown,2016-12-23,20170336805,65.79786,Aviation
Dynamic Beam Steering for Unmanned Aerial Vehicles,H01Q3/08;H04B7/18504;B64D43/00;H04B7/18506,Unknown,2016-12-22,20180019516,69.42545,Aviation
Unmanned Aerial Vehicle and Techniques for Securing a Payload to the UAV in a Desired Orientation,B64C39/024;B64D1/12;B64D1/22;G06Q10/083,Unknown,2016-12-22,20180072418,64.58006,Aviation
UNMANNED AERIAL VEHICLE TAKE-OFF AND LANDING CONTROL SYSTEM AND CONTROL METHOD,H02N15/00;H01F7/202;B64F1/02;B64F1/362;B64U70/99;B64C39/024;B64F1/04,"GoerTek Technology Co., Ltd.",2016-12-22,20190009926,62.029915,Aviation
SYSTEM AND METHOD FOR ENHANCING TARGET TRACKING VIA DETECTOR AND TRACKER FUSION FOR UNMANNED AERIAL VEHICLES,G06T7/277;G06T7/73;G06N3/045;G06T7/246;G06V10/25;G06N7/01;G06V10/82;G06N3/08;G06N3/044;G06V10/50;G06T7/269;G06V20/00;G06N3/04,Unknown,2016-12-22,20180182109,61.52432,Aviation
UNMANNED AERIAL VEHICLE,B64C39/024;B64D47/08,Unknown,2016-12-21,20170313441,72.41116,Aviation
UNMANNED AERIAL VEHICLE TRAFFIC SIGNALS AND RELATED METHODS,G08G1/081;G08G1/08;G08G5/0021;G08G5/0069;B64U60/50;B64U50/35;G08G1/0955;G08G5/0078;G08G5/0086;B64C39/024;G08G1/095,Unknown,2016-12-21,20180174448,66.94762,Aviation
DEVICE THAT CONTROLS FLIGHT ALTITUDE OF UNMANNED AERIAL VEHICLE,H04N23/66;G05D1/0094;G05D1/042;H04N23/69;B64C39/024,Unknown,2016-12-21,20170217589,65.92078,Aviation
Swappable avionics for unmanned aerial vehicle,B64U50/39;B64D43/00;B64D45/00;B64D47/02;B64C27/08;B64D47/08;B64C1/22;B64C39/024;B64D43/02,"Amazon Technologies, Inc.",2016-12-20,10583922,68.46805,Aviation
Unmanned aerial vehicle configuration and deployment,G08G5/0026;B64C27/08;G06Q10/083;G08G5/0034;G08G5/0069;B64C39/024;G08G5/0013;B64D43/00,"Amazon Technologies, Inc.",2016-12-20,10717524,68.40017,Aviation
"MOVING OBJECT TRACKING APPARATUS, METHOD AND UNMANNED AERIAL VEHICLE USING THE SAME",B64C39/024;G06V10/757;G06T7/73;G06F18/22;G06T7/269;B64D47/08,"ZEROTECH (Shenzhen) Intelligence Robot Co., Ltd",2016-12-20,20170178357,62.483673,Aviation
UNMANNED AERIAL VEHICLE SYSTEM FOR TAKING CLOSE-UP PICTURE OF FACILITY AND PHOTOGRAPHY METHOD USING THE SAME,G03B15/006;B64U70/30;B64C25/10;B64C39/024;B64U70/99;G05D1/0094;B64U20/87;B64D47/08;G05D1/0038,KOREA INSTITUTE OF CIVIL ENGINEERING AND BUILDING TECHNOLOGY,2016-12-14,20180149947,59.508503,Aviation
"FACILITY MANAGEMENT SYSTEM USING INTERNET OF THINGS (IOT) BASED SENSOR AND UNMANNED AERIAL VEHICLE (UAV), AND METHOD FOR THE SAME",G06Q30/018;G06Q50/163;B64U10/13;H04N23/661;H04L67/12;G08B21/02;B64C39/024;G05D1/0094;G08B13/1965;G05D1/0038,KOREA INSTITUTE OF CIVIL ENGINEERING AND BUILDING TECHNOLOGY,2016-12-14,20180151045,59.088524,Aviation
FLIGHT PLAN ANALYSIS SYSTEMS AND METHODS FOR UNMANNED AERIAL VEHICLES,G08G5/0034;G08G5/0039;B64C39/024;G08G5/0069;G08G5/003;B64C39/02,THE BOEING COMPANY,2016-12-13,20180165968,65.15032,Aviation
UNMANNED AERIAL VEHICLE SYSTEM HAVING MULTI-ROTOR TYPE ROTARY WING,B64U10/16;B64D5/00;B64C39/024,KOREA INSTITUTE OF SCIENCE AND TECHNOLOGY,2016-12-12,20170369169,63.85243,Aviation
UNMANNED AERIAL VEHICLE AND CONTROL METHOD,F16M11/105;B64C39/024;B64U20/87;B64D47/08;G03B15/006;F16M13/02;H04N23/66;H04N7/185;F16M11/18;H04N23/50;H04N23/62;G06V20/17;F16M11/2064;H04N23/685;H04N23/661,Unknown,2016-12-09,20170187952,68.1342,Aviation
MULTI-MODE UNMANNED AERIAL VEHICLE,B64C25/22;B64C29/0033;B64C39/024;B64U30/12;B64U60/50,Unknown,2016-12-08,20170369162,71.74738,Aviation
APPARATUS AND METHOD FOR RECOVERING AND LAUNCHING UNMANNED AERIAL VEHICLE,B64F1/025;B64D45/08;B64F1/04;B64U70/70;B64C39/024;B63G8/001;B64F1/007,Unknown,2016-12-07,20170183106,65.03757,Aviation
TRANSPORT SYSTEM USING UNMANNED AERIAL VEHICLE,G05D1/0676;B64C13/20;B64C13/18;B64C39/02;B64U10/14;B64C27/08;B64U60/00;B64D47/08;B65G61/00;G05D1/102;B64U80/25;B64F1/32;B65D25/02,TAKAGI; Kunio,2016-12-06,20180265222,68.65408,Aviation
METHOD AND APPARATUS FOR POSITIONING VIA UNMANNED AERIAL VEHICLES,G01S19/115;G01S19/13;B64C39/024;G01S19/33;G01S19/42;G05D1/0094;G01S19/10,Unknown,2016-12-06,20180156616,67.08352,Aviation
AUTHENTICATION SYSTEM AND METHOD FOR ELECTRONIC GOVERNOR OF UNMANNED AERIAL VEHICLE,H04L9/3234;H04L9/0869;G06F21/45;H04L9/3263;H04L9/3226;H04L9/0662;G06F21/445;G06F21/6218,Unknown,2016-12-01,20170329956,65.21555,Aviation
Shooting Device and Unmanned Aerial Vehicle,B64D47/08;H04N7/183;B64U20/87;B64C39/024;G02B26/105;G03B15/006,"Ewatt Technology Co., Ltd.",2016-11-30,20170152061,69.960205,Aviation
Multi-Rotor Structure Applied to Unmanned Aerial Vehicle,B64U30/293;B64C27/32;B64C27/08;B64C39/024;B64U80/20;B64U10/16;B64C27/001,"Ewatt Technology Co., Ltd.",2016-11-30,20170152035,66.23754,Aviation
Ranging Obstacle Avoidance Instrument and Ranging Obstacle Avoidance Method for Unmanned Aerial Vehicle,H04N7/183;G01C3/00;G06T7/521,"Ewatt Technology Co., Ltd.",2016-11-30,20170154203,61.919308,Aviation
UNMANNED AERIAL VEHICLE AND UNMANNED AERIAL VEHICLE AUTOMATIC CHARGING DEVICE,H02J7/0044;B64D27/24;B64U10/14;H02J7/35;B64U50/37;B64C39/024,"JINHEUNGTECH CO., LTD.",2016-11-24,20200044463,68.75172,Aviation
A METHOD FOR DIRECTING AN UNMANNED AERIAL VEHICLE TO A DESTINATION,G08G5/0069;G08G5/0043;B64C39/024;G08G5/0026;B64U80/86;G08G5/0034;G08G1/20;G06Q10/047;G08G5/0039;G08G5/0013;G05D1/0005,Telefonaktiebolaget LM Ericsson (publ),2016-11-24,20190295426,67.08352,Aviation
METHOD AND SYSTEM FOR MANAGING FLIGHT PLAN FOR UNMANNED AERIAL VEHICLE,G08G5/0086;G01S17/933;G01S19/13;G08G5/0039;B64U10/00;G08G5/0034;B64C39/024;G05D1/0094;G08G5/0069;G01S17/89,Unknown,2016-11-23,20180144644,65.79786,Aviation
SUPPORTING ASSEMBLY AND UNMANNED AERIAL VEHICLE USING THE SAME,F16M13/00;B64D47/08;F16M11/18;F16M11/10;F16M11/2071;B64C27/001;G03B15/006;F16M13/02;B64C39/024,"ZEROTECH (Shenzhen) Intelligence Robot Co., Ltd.",2016-11-21,20170144751,65.69959,Aviation
L-V-C OPERATING SYSTEM AND UNMANNED AERIAL VEHICLE TRAINING/TESTING METHOD USING THE SAME,G05D1/0016;G09B9/48;G09B9/085;G09B9/302,Unknown,2016-11-21,20170069218,60.422367,Aviation
GIMBALED THRUSTER CONFIGURATION FOR USE WITH UNMANNED AERIAL VEHICLE,B64C11/00;B64D27/40;B64C29/0033;B64U30/297;B64C39/024,Unknown,2016-11-18,20170144771,66.172066,Aviation
"ROTOR SHROUDING APPARATUS, SUPPORTING ASSEMBLY, AND UNMANNED AERIAL VEHICLE USING THE SAME",B64C27/20;B64U30/26;B64C27/006;B64C11/001;B64C39/024;A63H27/12;B64C27/08,"ZEROTECH (Shenzhen) Intelligence Robot Co., Ltd",2016-11-18,20170144753,62.800095,Aviation
Unmanned Aerial Vehicle System for the Extraction and Electrochemical Detection of Explosives and Explosive Components in Soils Using Filter Paper and Electrolyte,G01N27/48;G01N21/65;B64C39/024;B64U10/10;G01N21/35;G01N33/227,Unknown,2016-11-18,20170074825,59.726414,Aviation
UNMANNED AERIAL VEHICLE POWERED TRANSPORTATION,B64C39/022;B64C39/024;B63B32/30;A63C17/267;B63B32/40;B63B34/60;G05D1/0016;G05D1/0033;G05D1/0202;B62K11/007;A63C5/08;A63C5/03;A63C17/12,Unknown,2016-11-16,20170205820,68.35544,Aviation
Operating control device for an unmanned aerial vehicle,Unknown,"AEROVIRONMENT, INC.",2016-11-11,D837166,67.219925,Aviation
"UNMANNED AERIAL VEHICLE, MOTOR CONTROL DEVICE AND METHOD",G05D1/0094;B64C39/024;B64D47/08;B64U20/87;H02P5/56,"ZEROTECH (SHENZHEN) INTELLIGENCE ROBOT CO., LTD.",2016-11-10,20170364077,67.9621,Aviation
"Method and Control System for Controlling a Flying Object, and an Unmanned Aerial Vehicle",G05D1/0016;B64C39/024;B64D47/08,Unknown,2016-11-10,20170137127,67.145004,Aviation
"Unmanned aerial vehicles, videography, and control methods",G02B27/0093;G06F3/012;B64D47/08;G05D1/0094;A63B6/02;A63B71/0622;H04N23/63;B64C39/024;A63B69/0048;G05D1/12;H04N23/62;H04N23/66;G02B27/017,Platypus IP PLLC,2016-11-09,10250792,69.21609,Aviation
METHODS AND SYSTEMS FOR TRANSPORTATION USING UNMANNED AERIAL VEHICLES,B64F1/32;B64F1/22;G05D1/0676;G08G5/0069;G08G5/025;B64U70/92;B64C39/024,Unknown,2016-11-09,20170129603,65.079956,Aviation
FLIGHT RANGE-RESTRICTING SYSTEMS AND METHODS FOR UNMANNED AERIAL VEHICLES,G05D1/0011;G08G5/0013;B64C39/024;G06F16/22;G08G5/0069;G08G5/006;G05D1/106;G08G5/0026;H04W4/80,THE BOEING COMPANY,2016-11-09,20180130359,64.447464,Aviation
"Systems, Methods, Apparatuses, and Devices for Identifying, Tracking, and Managing Unmanned Aerial Vehicles",G06V10/25;B64U20/87;G01S13/04;B64C39/024;G06V20/52;G08G5/0026;G01S13/536;G08G5/0069;G08G5/006;G06T7/11;G08G5/0082;B64D1/02,Unknown,2016-11-08,20180129881,64.0524,Aviation
"Systems, Methods, Apparatuses, and Devices for Identifying, Tracking, and Managing Unmanned Aerial Vehicles",G06T7/11;G06V10/255;G06V20/13;G06V20/52,Unknown,2016-11-08,20180129882,63.532284,Aviation
"Systems, Methods, Apparatuses, and Devices for Identifying, Tracking, and Managing Unmanned Aerial Vehicles",G08G5/0026;G08G5/0069;G08G5/0082,Unknown,2016-11-08,20180128895,62.87605,Aviation
"Systems, methods, apparatuses, and devices for identifying and tracking unmanned aerial vehicles via a plurality of sensors",G08G5/0069;G06T7/223;H04R29/00;G08G5/0026;G06T7/11;G06V20/52;G01S5/0295;G01S5/0249;G08G5/0082,"Dedrone Holdings, Inc.",2016-11-08,9805273,60.82103,Aviation
Unmanned aerial vehicle,Unknown,Unknown,2016-11-07,D807785,72.12123,Aviation
An Unmanned Aerial Vehicle,G03B17/561;B64C39/024;G03B15/006;B64D47/08,Unknown,2016-11-04,20190256224,72.01357,Aviation
UNMANNED AERIAL VEHICLE,H04W4/029;G08G5/0008;B64C39/024;G08G5/0021;G08G5/045;B64D45/0059;G08G5/0069;G08G5/0039;G08G5/0078,Korea Aerospace Research Institute,2016-11-03,20170132943,72.63067,Aviation
METHOD FOR CONTROLLING AN UNMANNED AERIAL VEHICLE,B64D47/08;G05D1/0016;G06V20/13;G06V20/17;B64C39/024;G06F3/017;G06V40/20;G05D1/0033;G06F3/012;G06F3/011,Unknown,2016-11-02,20170351253,69.92785,Aviation
Unmanned aerial vehicle,Unknown,Unknown,2016-10-31,D817812,71.44964,Aviation
HAND-LAUNCHED UNMANNED AERIAL VEHICLE,B64C39/028;B64C5/02;B64U30/40;B64C39/024;B64U70/10;B64C1/06;B64C25/58;B64C3/00;B64C1/00;B64U20/70,"Ewatt Technology Co., Ltd.",2016-10-31,20170297706,69.39477,Aviation
WAYPOINT DIRECTORY IN AIR TRAFFIC CONTROL SYSTEMS FOR UNMANNED AERIAL VEHICLES,B64U10/13;G08G5/0043;G08G5/0069;G08G5/006;G08G5/0086;G06F16/29;G08G5/0082;G08G5/0013;G08G5/0039;G08G5/0034;B64C39/024;G08G5/025;G06F16/9537,"ETAK Systems, LLC",2016-10-31,20170358225,64.94965,Aviation
METHOD AND SYSTEM FOR NON-DESTRUCTIVE TESTING USING AN UNMANNED AERIAL VEHICLE,G01N21/88;G01M5/0008;G05D1/102;B64D1/02;G01N27/90;G01N23/18;G01M5/0033;G01N29/043;G01M5/0016;B64C39/024,Unknown,2016-10-31,20180120196,63.532284,Aviation
CARRIER FOR UNMANNED AERIAL VEHICLE,B64U10/14;G05D1/0094;G05D1/0011;F16M11/04;B64U20/70;H04N23/685;B64D47/08;B64C39/024;F16M11/18;H04N23/57;H04N23/60;G03B17/561;F16M13/02;B64U20/87;G03B15/006;F16M11/123;H04N5/00;H04N23/6812;F16M11/24,Unknown,2016-10-28,20170075351,70.65925,Aviation
Portable single-handed remote control system for unmanned aerial vehicle,G06F3/0362;G06F3/017;G05D1/0033;G06F3/0346;G06F3/014;G06F3/0383;G05D1/0016;B64C39/024,Unknown,2016-10-28,10152052,63.40303,Aviation
RECIPIENT CUSTOMIZED DELIVERY PATHS FOR UNMANNED AERIAL VEHICLE DELIVERIES,G08G5/0034;B64C39/024;G08G5/006;G08G5/0069;G05D1/0044;G06Q10/08355,Unknown,2016-10-27,20180121877,67.08352,Aviation
RECIPIENT CUSTOMIZED DELIVERY PATHS FOR UNMANNED AERIAL VEHICLE DELIVERIES,G08G5/0069;G08G5/0034;G08G5/006;G08G5/0091;G05D1/0044;G08G5/0026;B64C39/024;G08G5/0013;G06Q10/08355,Unknown,2016-10-27,20180121876,66.350945,Aviation
UNMANNED AERIAL VEHICLE (UAV) COMPLIANCE USING STANDARD PROTOCOL REQUIREMENTS AND COMPONENTS TO ENABLE IDENTIFYING AND CONTROLLING ROGUE UAVS,G05D1/0022;G06F21/64;B64C39/024;B64C27/20;G06F21/44,Unknown,2016-10-27,20180120829,58.25559,Aviation
UNMANNED AERIAL VEHICLE PROTECTIVE FRAME CONFIGURATION,B64U20/70;B64D45/00;B64C25/52;B64C27/20;B64C27/001;B64U30/299;B64C39/024;B64C1/16,Unknown,2016-10-24,20170113800,68.65408,Aviation
USING UNMANNED AERIAL VEHICLES TO INSPECT AUTONOMOUS VEHICLES,B64U50/38;G06N3/04;B64U80/25;B64F1/222;H04N7/185;G06Q10/20;G05D1/0094;B64C39/028;G05B13/027;G07C5/08;G06T7/0002;H04N23/661;G07C5/0808;B64C39/024;H04N7/18;G07B15/00,Unknown,2016-10-24,20190266715,68.185905,Aviation
MARKETPLACE FOR UNMANNED AERIAL VEHICLES DATA COLLECTION REQUESTS,G06Q10/06313;G06Q10/063112,Unknown,2016-10-24,20180114174,66.23754,Aviation
"AUGMENTATION, EXPANSION AND SELF-HEALING OF A GEOGRAPHICALLY DISTRIBUTED MESH NETWORK USING UNMANNED AERIAL VEHICLE (UAV) TECHNOLOGY",H04B7/18504;G01D4/004;H04W24/04;G01D4/006;H04Q9/00,Unknown,2016-10-24,20170134974,56.903027,Aviation
UNMANNED AERIAL VEHICLE DELIVERY SYSTEM,G08G5/0082;H04N5/772;B64F1/007;B64C39/024;B64U70/90;G08G5/0069;G01C21/20;G08G5/0026;G08G5/0013;G06Q30/04;G06Q10/083;G08G5/0034,Unknown,2016-10-21,20180111683,71.74738,Aviation
LOCATION FOR UNMANNED AERIAL VEHICLE LANDING AND TAKING OFF,G06V20/13;B64F1/36;B64F1/00;B64U70/00;G06V20/52;G06V20/17,Unknown,2016-10-21,20170369184,67.37294,Aviation
Unmanned Aerial Vehicle Deployment System,G08B13/19695;G08G5/0069;G08G5/0091;G08B13/1965;G08G5/0034;G08B15/00;B64C39/024;B64U50/19,Unknown,2016-10-20,20170115667,68.35544,Aviation
METHOD FOR RECORDING FLIGHT PATH AND CONTROLLING AUTOMATIC FLIGHT OF UNMANNED AERIAL VEHICLE,G01S19/42;G05D1/106;G05D1/0016;B64C39/024;G01S19/14;G06N20/00;G05D1/005,Unknown,2016-10-20,20170315545,62.448868,Aviation
Ground Station for an Unmanned Aerial Vehicle (UAV),G05D1/0044;G05D1/0033;G05D1/0016;G05B19/042;B64C39/024;G05D1/0038,Unknown,2016-10-18,20190235491,70.79633,Aviation
FIRE SUPPRESSION AND IGNITION WITH UNMANNED AERIAL VEHICLES,B64C39/024;G05D1/0055;G05D1/0038;B64D1/16;G05D1/0016;B64D1/02;A62C3/025,Unknown,2016-10-17,20180296865,65.079956,Aviation
PARACHUTE DEPLOYMENT SYSTEM FOR AN UNMANNED AERIAL VEHICLE,B64D17/70;G05D1/0038;B64D45/00;B64D17/80;B64C25/58;G05D1/105;B64C39/024,Unknown,2016-10-14,20170106986,68.08818,Aviation
MANAGING DYNAMIC OBSTRUCTIONS IN AIR TRAFFIC CONTROL SYSTEMS FOR UNMANNED AERIAL VEHICLES,G08G5/0013;G08G5/0021;G08G5/0039;G01S13/867;G06V20/13;G05D1/106;G08G5/0069;B64C39/024;G08G5/045;G01S13/933;G05D1/101;G06V20/17;G08G5/0078,"ETAK Systems, LLC",2016-10-13,20170358228,64.4704,Aviation
COMMUNICATION APPARATUS AND METHOD FOR UNMANNED AERIAL VEHICLE,H04B7/18508;H04B7/185;B64C39/024;H04B7/18506;H01Q1/28;H04B7/208;H04B7/18504;H04L5/1423,Unknown,2016-10-12,20190074956,65.92078,Aviation
UNMANNED AERIAL VEHICLE COLLISION AVOIDANCE SYSTEM,G08G5/045;B64D45/00;G08G5/0078;G08G5/0008;G08G5/0069,Unknown,2016-10-11,20170301248,69.30826,Aviation
Self-stabilizing spherical unmanned aerial vehicle camera assembly,B64U10/16;B64U20/87;H04N13/296;B64U60/60;H04N13/204;B23P19/04;H04N5/00;H04N13/243;B64C39/024;B64D47/08;B64C27/006;B64U30/26,Unknown,2016-10-10,10106277,66.170044,Aviation
METHOD FOR CONTROLLING SMALL-SIZE UNMANNED AERIAL VEHICLE,G08G5/0052;G05D1/106;G08G5/0013;G01C21/20;G05D1/0094;G08G5/0021;B64C39/024;G08G5/045;G08G5/0086;B64U10/14;G08G5/0069,"PRODRONE CO., LTD.",2016-10-07,20180305012,66.23754,Aviation
Systems and methods for controlling an unmanned aerial vehicle,G08G5/0069;G08G5/003;G08G5/0013;G08G5/0052;G08G5/006;B64C39/024,"GoPro, Inc.",2016-10-06,11518510,67.219925,Aviation
SYSTEMS AND METHODS FOR DETERMINING PREDICTED RISK FOR A FLIGHT PATH OF AN UNMANNED AERIAL VEHICLE,G08G5/0013;B64C39/024;G06N7/01;G08G5/045;G08G5/0034;G08G5/0069;G08G5/0026,Unknown,2016-10-06,20180101782,61.297356,Aviation
Methods of operating one or more unmanned aerial vehicles within an airspace,G08G5/0021;G08G5/04;B64U70/83;G05D1/0055;G08G5/0078;G08G5/025;G08G5/0008;G08G5/02;H04W4/30;G08G5/0082;H04W4/027;B64C39/024;G08G5/045;H04L65/611;B64D45/00;G05D1/005;G08G5/006;H04W4/023;H04W4/40;G08G5/0069;G05D1/0011;H04W4/06;H04B7/18506;B64D47/08;H04W4/021;G08G5/0013;B64D17/80,"5X5 TECHNOLOGIES, INC.",2016-10-04,10505622,65.925026,Aviation
METHODS AND APPARATUS TO WIRELESSLY POWER AN UNMANNED AERIAL VEHICLE,B64D27/24;B64U50/38;B60L53/34;G05D1/0676;H02J50/05;B64D47/08;B60L53/124;B64C25/52;B64C39/024,Unknown,2016-09-30,20180095468,65.079956,Aviation
FLIGHT MONITORING SYSTEM AND METHOD FOR MONITORING FLIGHT OF UNMANNED AERIAL VEHICLE,B64C39/02;B64C39/024;G05D1/0808;G01S19/39;G05D1/0077;G05D1/0022;G05D1/0816,Unknown,2016-09-30,20170045892,62.59773,Aviation
UNMANNED AERIAL VEHICLE AND METHOD FOR SAFELY LANDING AN UNMANNED AERIAL VEHICLE,G05D1/0022;G08G5/0091;G08G5/0056;G08G5/0039;G05D1/0676;G08G5/0069;B64C39/024;G08G5/025;G08G5/065;G08G5/0013;G08G5/003,Unknown,2016-09-29,20170092137,68.20692,Aviation
IDENTIFICATION OF UNMANNED AERIAL VEHICLES BASED ON AUDIO SIGNATURES,G08G5/0026;B64C39/024;G10L17/26;G08G5/0013;G10L25/51;G08G5/0082;H04R29/00;G10L25/48;G08G5/0069,Unknown,2016-09-29,20180091908,66.74526,Aviation
UNMANNED AERIAL VEHICLE FLYING METHOD AND UNMANNED AERIAL VEHICLE FLYING SYSTEM,G08G5/0021;B64D45/0034;B64D45/0059;B64C39/024;G08G5/0069;G08G5/003;G08G5/0013;G08G5/0056;B64D45/0031;B64D45/0036,Unknown,2016-09-29,20170233097,66.687386,Aviation
WIRELESS CHARGING SYSTEM FOR UNMANNED AERIAL VEHICLE AND METHOD FOR OPERATING SAME,H02J50/12;B64U50/38;H02J7/0042;B60L53/66;B64F1/007;B60L53/36;H02J50/80;B64C39/024;H02J50/402;H02J50/10;B64C25/32;B60L53/122;B60L53/38;H02J50/90,"LG INNOTEK CO., LTD.",2016-09-29,20180257502,63.532284,Aviation
Unmanned Aerial Vehicle Intrusion Detection and Countermeasures,H04K3/92;H04W12/12;H04L63/1433;H04W12/122;H04L43/18;H04W12/06;H04K3/65;H04K3/45;H04K3/44;H04L27/0012,"Department 13, LLC",2016-09-28,20170094527,69.45258,Aviation
MONITORING THE HEALTH AND SAFETY OF PERSONNEL USING UNMANNED AERIAL VEHICLES,A61B5/0022;G08B25/08;G16H40/67;B64C39/024;H04Q9/00;G08B13/19656;G08B21/0453,Unknown,2016-09-28,20180091875,64.82223,Aviation
ROUTE PLANNING FOR MULTI-UNMANNED AERIAL VEHICLE-BASED PACKAGE DELIVERY,G08G5/0069;G08G5/0013;G05D1/102;G08G5/0034;G08G5/0026;G06Q10/06312;G08G5/0091;G06Q10/047;G06Q10/083;G08G5/0043;G05D1/104;G06Q10/06311;G06Q10/08355;G08G5/0039,Unknown,2016-09-27,20180090014,64.447464,Aviation
"METHOD, APPARATUS AND SYSTEM OF PROVIDING COMMUNICATION COVERAGE TO AN UNMANNED AERIAL VEHICLE",H04W40/02;H04W16/18;B64C39/024;H04B7/18506;G05D1/0022,Unknown,2016-09-23,20170012697,63.943336,Aviation
AUTONOMOUS INSPECTION OF ELONGATED STRUCTURES USING UNMANNED AERIAL VEHICLES,G05D1/0055;G05D1/0088;G01N25/72;G01N21/9515;B64C39/024;G05D1/0094;G01N29/225;F03D17/00;G05D1/0011,PRO-DRONE LDA,2016-09-22,20180273173,67.08352,Aviation
MANAGING DETECTED OBSTRUCTIONS IN AIR TRAFFIC CONTROL SYSTEMS FOR UNMANNED AERIAL VEHICLES,G08G5/0026;G08G5/0069;G08G5/003;G08G5/0086;B64C39/02;G08G5/045;G08G5/0013;G08G5/0039;G08G5/0043;G08G5/0056;G08G5/0082;G08G5/0034;G08G5/0091,"ETAK Systems, LLC",2016-09-19,20170358224,64.8146,Aviation
UNMANNED AERIAL VEHICLE INSPECTION SYSTEM,B64F5/60;G05D1/101;G05D1/0094;G05D1/0055;G05D1/0011;G01M5/0075;G08G5/0013;G08G5/0034;G08G5/0086;B64D47/08;B64C39/024;B64D47/00;G08G5/0069,Unknown,2016-09-16,20170192418,69.3404,Aviation
STOWABLE UNMANNED AERIAL VEHICLES AND ASSOCIATED SYSTEMS AND METHODS,B64U30/293;B64C39/024;B64D47/08;B64U80/70;B64C1/30;B64F5/10;B64U30/26;B64C1/063,Unknown,2016-09-16,20170225782,65.57383,Aviation
METHOD FOR GUIDING AN EMERGENCY VEHICLE USING AN UNMANNED AERIAL VEHICLE,G08G1/096827;G08G1/04;G08G5/0034;G08G5/0013;G08G1/096844;G08G5/0026;G08G1/0965;G08G1/205;G08G5/0056;G08G5/0069;G08G1/087,Unknown,2016-09-15,20180075759,68.31394,Aviation
FOLDING HEAVY-LIFT UNMANNED AERIAL VEHICLE FRAME,B64U30/293;B64C1/061;B64C39/024,Unknown,2016-09-15,20170291677,66.874954,Aviation
WATERPROOF UNMANNED AERIAL VEHICLE,B64U10/14;B64C27/08;B64U30/29;B64D47/08;B64U20/70;B64C1/06;B64C39/024;B64U20/87,Unknown,2016-09-14,20170327220,73.47614,Aviation
FORMATION FLIGHT PATH COORDINATION OF UNMANNED AERIAL VEHICLES,B64C39/024;G05D1/104;G08G5/0052;G08G5/0013;G08G5/0069;G08G5/045;G08G5/006;G08G5/0008;G08G5/0021,Unknown,2016-09-13,20180074520,66.23754,Aviation
